Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
1	sub-1	0	dev[0]=net(0,0-7)	InInterests	0	0	0	0
1	sub-1	0	dev[0]=net(0,0-7)	OutInterests	8	0.273438	1	0.0341797
1	sub-1	0	dev[0]=net(0,0-7)	InNacks	0	0	0	0
1	sub-1	0	dev[0]=net(0,0-7)	OutNacks	0	0	0	0
1	sub-1	0	dev[0]=net(0,0-7)	InData	0	0	0	0
1	sub-1	0	dev[0]=net(0,0-7)	OutData	0	0	0	0
1	sub-1	1	dev=local(1)	InInterests	8	0.273438	1	0.0341797
1	sub-1	1	dev=local(1)	OutInterests	0	0	0	0
1	sub-1	1	dev=local(1)	InNacks	0	0	0	0
1	sub-1	1	dev=local(1)	OutNacks	0	0	0	0
1	sub-1	1	dev=local(1)	InData	0	0	0	0
1	sub-1	1	dev=local(1)	OutData	0	0	0	0
1.1	sub-1	0	dev[0]=net(0,0-7)	InInterests	0	0	0	0
1.1	sub-1	0	dev[0]=net(0,0-7)	OutInterests	129.6	4.42969	16	0.546875
1.1	sub-1	0	dev[0]=net(0,0-7)	InNacks	0	0	0	0
1.1	sub-1	0	dev[0]=net(0,0-7)	OutNacks	0	0	0	0
1.1	sub-1	0	dev[0]=net(0,0-7)	InData	64	66.75	8	8.34375
1.1	sub-1	0	dev[0]=net(0,0-7)	OutData	0	0	0	0
1.1	sub-1	1	dev=local(1)	InInterests	129.6	4.42969	16	0.546875
1.1	sub-1	1	dev=local(1)	OutInterests	0	0	0	0
1.1	sub-1	1	dev=local(1)	InNacks	0	0	0	0
1.1	sub-1	1	dev=local(1)	OutNacks	0	0	0	0
1.1	sub-1	1	dev=local(1)	InData	0	0	0	0
1.1	sub-1	1	dev=local(1)	OutData	64	66.75	8	8.34375
1.1	leaf-1	0	dev[1]=net(0,1-5)	InInterests	80	2.73438	10	0.341797
1.1	leaf-1	0	dev[1]=net(0,1-5)	OutInterests	0	0	0	0
1.1	leaf-1	0	dev[1]=net(0,1-5)	InNacks	0	0	0	0
1.1	leaf-1	0	dev[1]=net(0,1-5)	OutNacks	0	0	0	0
1.1	leaf-1	0	dev[1]=net(0,1-5)	InData	0	0	0	0
1.1	leaf-1	0	dev[1]=net(0,1-5)	OutData	80	83.4375	10	10.4297
1.1	leaf-1	1	dev=local(1)	InInterests	0	0	0	0
1.1	leaf-1	1	dev=local(1)	OutInterests	80	2.73438	10	0.341797
1.1	leaf-1	1	dev=local(1)	InNacks	0	0	0	0
1.1	leaf-1	1	dev=local(1)	OutNacks	0	0	0	0
1.1	leaf-1	1	dev=local(1)	InData	80	83.4375	10	10.4297
1.1	leaf-1	1	dev=local(1)	OutData	0	0	0	0
1.1	acc-1	0	dev[5]=net(0,1-5)	InInterests	0	0	0	0
1.1	acc-1	0	dev[5]=net(0,1-5)	OutInterests	136	4.64844	17	0.581055
1.1	acc-1	0	dev[5]=net(0,1-5)	InNacks	0	0	0	0
1.1	acc-1	0	dev[5]=net(0,1-5)	OutNacks	0	0	0	0
1.1	acc-1	0	dev[5]=net(0,1-5)	InData	64	66.75	8	8.34375
1.1	acc-1	0	dev[5]=net(0,1-5)	OutData	0	0	0	0
1.1	acc-1	2	dev[5]=net(2,5-7)	InInterests	136	4.64844	17	0.581055
1.1	acc-1	2	dev[5]=net(2,5-7)	OutInterests	0	0	0	0
1.1	acc-1	2	dev[5]=net(2,5-7)	InNacks	0	0	0	0
1.1	acc-1	2	dev[5]=net(2,5-7)	OutNacks	0	0	0	0
1.1	acc-1	2	dev[5]=net(2,5-7)	InData	0	0	0	0
1.1	acc-1	2	dev[5]=net(2,5-7)	OutData	64	66.75	8	8.34375
1.1	root	0	dev[7]=net(0,5-7)	InInterests	0	0	0	0
1.1	root	0	dev[7]=net(0,5-7)	OutInterests	136	4.64844	17	0.581055
1.1	root	0	dev[7]=net(0,5-7)	InNacks	0	0	0	0
1.1	root	0	dev[7]=net(0,5-7)	OutNacks	0	0	0	0
1.1	root	0	dev[7]=net(0,5-7)	InData	64	66.75	8	8.34375
1.1	root	0	dev[7]=net(0,5-7)	OutData	0	0	0	0
1.1	root	2	dev[7]=net(2,0-7)	InInterests	136	4.64844	17	0.581055
1.1	root	2	dev[7]=net(2,0-7)	OutInterests	0	0	0	0
1.1	root	2	dev[7]=net(2,0-7)	InNacks	0	0	0	0
1.1	root	2	dev[7]=net(2,0-7)	OutNacks	0	0	0	0
1.1	root	2	dev[7]=net(2,0-7)	InData	0	0	0	0
1.1	root	2	dev[7]=net(2,0-7)	OutData	64	66.75	8	8.34375
1.2	sub-1	0	dev[0]=net(0,0-7)	InInterests	0	0	0	0
1.2	sub-1	0	dev[0]=net(0,0-7)	OutInterests	105.92	3.62031	10	0.341797
1.2	sub-1	0	dev[0]=net(0,0-7)	InNacks	0	0	0	0
1.2	sub-1	0	dev[0]=net(0,0-7)	OutNacks	0	0	0	0
1.2	sub-1	0	dev[0]=net(0,0-7)	InData	84.8	88.4437	9	9.38672
1.2	sub-1	0	dev[0]=net(0,0-7)	OutData	0	0	0	0
1.2	sub-1	1	dev=local(1)	InInterests	105.92	3.62031	10	0.341797
1.2	sub-1	1	dev=local(1)	OutInterests	0	0	0	0
1.2	sub-1	1	dev=local(1)	InNacks	0	0	0	0
1.2	sub-1	1	dev=local(1)	OutNacks	0	0	0	0
1.2	sub-1	1	dev=local(1)	InData	0	0	0	0
1.2	sub-1	1	dev=local(1)	OutData	84.8	88.4437	9	9.38672
1.2	leaf-1	0	dev[1]=net(0,1-5)	InInterests	152	5.19531	17	0.581055
1.2	leaf-1	0	dev[1]=net(0,1-5)	OutInterests	0	0	0	0
1.2	leaf-1	0	dev[1]=net(0,1-5)	InNacks	0	0	0	0
1.2	leaf-1	0	dev[1]=net(0,1-5)	OutNacks	0	0	0	0
1.2	leaf-1	0	dev[1]=net(0,1-5)	InData	0	0	0	0
1.2	leaf-1	0	dev[1]=net(0,1-5)	OutData	152	158.531	17	17.7305
1.2	leaf-1	1	dev=local(1)	InInterests	0	0	0	0
1.2	leaf-1	1	dev=local(1)	OutInterests	152	5.19531	17	0.581055
1.2	leaf-1	1	dev=local(1)	InNacks	0	0	0	0
1.2	leaf-1	1	dev=local(1)	OutNacks	0	0	0	0
1.2	leaf-1	1	dev=local(1)	InData	152	158.531	17	17.7305
1.2	leaf-1	1	dev=local(1)	OutData	0	0	0	0
1.2	acc-1	0	dev[5]=net(0,1-5)	InInterests	0	0	0	0
1.2	acc-1	0	dev[5]=net(0,1-5)	OutInterests	107.2	3.66406	10	0.341797
1.2	acc-1	0	dev[5]=net(0,1-5)	InNacks	0	0	0	0
1.2	acc-1	0	dev[5]=net(0,1-5)	OutNacks	0	0	0	0
1.2	acc-1	0	dev[5]=net(0,1-5)	InData	124.8	130.162	14	14.6016
1.2	acc-1	0	dev[5]=net(0,1-5)	OutData	0	0	0	0
1.2	acc-1	2	dev[5]=net(2,5-7)	InInterests	107.2	3.66406	10	0.341797
1.2	acc-1	2	dev[5]=net(2,5-7)	OutInterests	0	0	0	0
1.2	acc-1	2	dev[5]=net(2,5-7)	InNacks	0	0	0	0
1.2	acc-1	2	dev[5]=net(2,5-7)	OutNacks	0	0	0	0
1.2	acc-1	2	dev[5]=net(2,5-7)	InData	0	0	0	0
1.2	acc-1	2	dev[5]=net(2,5-7)	OutData	124.8	130.162	14	14.6016
1.2	root	0	dev[7]=net(0,5-7)	InInterests	0	0	0	0
1.2	root	0	dev[7]=net(0,5-7)	OutInterests	107.2	3.66406	10	0.341797
1.2	root	0	dev[7]=net(0,5-7)	InNacks	0	0	0	0
1.2	root	0	dev[7]=net(0,5-7)	OutNacks	0	0	0	0
1.2	root	0	dev[7]=net(0,5-7)	InData	92.8	96.7875	10	10.4297
1.2	root	0	dev[7]=net(0,5-7)	OutData	0	0	0	0
1.2	root	2	dev[7]=net(2,0-7)	InInterests	107.2	3.66406	10	0.341797
1.2	root	2	dev[7]=net(2,0-7)	OutInterests	0	0	0	0
1.2	root	2	dev[7]=net(2,0-7)	InNacks	0	0	0	0
1.2	root	2	dev[7]=net(2,0-7)	OutNacks	0	0	0	0
1.2	root	2	dev[7]=net(2,0-7)	InData	0	0	0	0
1.2	root	2	dev[7]=net(2,0-7)	OutData	92.8	96.7875	10	10.4297
1.3	sub-1	0	dev[0]=net(0,0-7)	InInterests	0	0	0	0
1.3	sub-1	0	dev[0]=net(0,0-7)	OutInterests	205.184	7.01312	23	0.786133
1.3	sub-1	0	dev[0]=net(0,0-7)	InNacks	0	0	0	0
1.3	sub-1	0	dev[0]=net(0,0-7)	OutNacks	0	0	0	0
1.3	sub-1	0	dev[0]=net(0,0-7)	InData	184.96	192.907	21	21.9023
1.3	sub-1	0	dev[0]=net(0,0-7)	OutData	0	0	0	0
1.3	sub-1	1	dev=local(1)	InInterests	205.184	7.01312	23	0.786133
1.3	sub-1	1	dev=local(1)	OutInterests	0	0	0	0
1.3	sub-1	1	dev=local(1)	InNacks	0	0	0	0
1.3	sub-1	1	dev=local(1)	OutNacks	0	0	0	0
1.3	sub-1	1	dev=local(1)	InData	0	0	0	0
1.3	sub-1	1	dev=local(1)	OutData	184.96	192.907	21	21.9023
1.3	leaf-1	0	dev[1]=net(0,1-5)	InInterests	126.4	4.32031	12	0.410156
1.3	leaf-1	0	dev[1]=net(0,1-5)	OutInterests	0	0	0	0
1.3	leaf-1	0	dev[1]=net(0,1-5)	InNacks	0	0	0	0
1.3	leaf-1	0	dev[1]=net(0,1-5)	OutNacks	0	0	0	0
1.3	leaf-1	0	dev[1]=net(0,1-5)	InData	0	0	0	0
1.3	leaf-1	0	dev[1]=net(0,1-5)	OutData	126.4	131.831	12	12.5156
1.3	leaf-1	1	dev=local(1)	InInterests	0	0	0	0
1.3	leaf-1	1	dev=local(1)	OutInterests	126.4	4.32031	12	0.410156
1.3	leaf-1	1	dev=local(1)	InNacks	0	0	0	0
1.3	leaf-1	1	dev=local(1)	OutNacks	0	0	0	0
1.3	leaf-1	1	dev=local(1)	InData	126.4	131.831	12	12.5156
1.3	leaf-1	1	dev=local(1)	OutData	0	0	0	0
1.3	acc-1	0	dev[5]=net(0,1-5)	InInterests	0	0	0	0
1.3	acc-1	0	dev[5]=net(0,1-5)	OutInterests	181.44	6.20156	20	0.683594
1.3	acc-1	0	dev[5]=net(0,1-5)	InNacks	0	0	0	0
1.3	acc-1	0	dev[5]=net(0,1-5)	OutNacks	0	0	0	0
1.3	acc-1	0	dev[5]=net(0,1-5)	InData	152.96	159.532	16	16.6875
1.3	acc-1	0	dev[5]=net(0,1-5)	OutData	0	0	0	0
1.3	acc-1	2	dev[5]=net(2,5-7)	InInterests	181.44	6.20156	20	0.683594
1.3	acc-1	2	dev[5]=net(2,5-7)	OutInterests	0	0	0	0
1.3	acc-1	2	dev[5]=net(2,5-7)	InNacks	0	0	0	0
1.3	acc-1	2	dev[5]=net(2,5-7)	OutNacks	0	0	0	0
1.3	acc-1	2	dev[5]=net(2,5-7)	InData	0	0	0	0
1.3	acc-1	2	dev[5]=net(2,5-7)	OutData	152.96	159.532	16	16.6875
1.3	root	0	dev[7]=net(0,5-7)	InInterests	0	0	0	0
1.3	root	0	dev[7]=net(0,5-7)	OutInterests	205.44	7.02187	23	0.786133
1.3	root	0	dev[7]=net(0,5-7)	InNacks	0	0	0	0
1.3	root	0	dev[7]=net(0,5-7)	OutNacks	0	0	0	0
1.3	root	0	dev[7]=net(0,5-7)	InData	178.56	186.232	20	20.8594
1.3	root	0	dev[7]=net(0,5-7)	OutData	0	0	0	0
1.3	root	2	dev[7]=net(2,0-7)	InInterests	205.44	7.02187	23	0.786133
1.3	root	2	dev[7]=net(2,0-7)	OutInterests	0	0	0	0
1.3	root	2	dev[7]=net(2,0-7)	InNacks	0	0	0	0
1.3	root	2	dev[7]=net(2,0-7)	OutNacks	0	0	0	0
1.3	root	2	dev[7]=net(2,0-7)	InData	0	0	0	0
1.3	root	2	dev[7]=net(2,0-7)	OutData	178.56	186.232	20	20.8594
1.4	sub-1	0	dev[0]=net(0,0-7)	InInterests	0	0	0	0
1.4	sub-1	0	dev[0]=net(0,0-7)	OutInterests	145.037	4.95731	13	0.444336
1.4	sub-1	0	dev[0]=net(0,0-7)	InNacks	0	0	0	0
1.4	sub-1	0	dev[0]=net(0,0-7)	OutNacks	0	0	0	0
1.4	sub-1	0	dev[0]=net(0,0-7)	InData	132.992	138.707	12	12.5156
1.4	sub-1	0	dev[0]=net(0,0-7)	OutData	0	0	0	0
1.4	sub-1	1	dev=local(1)	InInterests	145.037	4.95731	13	0.444336
1.4	sub-1	1	dev=local(1)	OutInterests	0	0	0	0
1.4	sub-1	1	dev=local(1)	InNacks	0	0	0	0
1.4	sub-1	1	dev=local(1)	OutNacks	0	0	0	0
1.4	sub-1	1	dev=local(1)	InData	0	0	0	0
1.4	sub-1	1	dev=local(1)	OutData	132.992	138.707	12	12.5156
1.4	leaf-1	0	dev[1]=net(0,1-5)	InInterests	217.28	7.42656	24	0.820312
1.4	leaf-1	0	dev[1]=net(0,1-5)	OutInterests	0	0	0	0
1.4	leaf-1	0	dev[1]=net(0,1-5)	InNacks	0	0	0	0
1.4	leaf-1	0	dev[1]=net(0,1-5)	OutNacks	0	0	0	0
1.4	leaf-1	0	dev[1]=net(0,1-5)	InData	0	0	0	0
1.4	leaf-1	0	dev[1]=net(0,1-5)	OutData	217.28	226.616	24	25.0312
1.4	leaf-1	1	dev=local(1)	InInterests	0	0	0	0
1.4	leaf-1	1	dev=local(1)	OutInterests	217.28	7.42656	24	0.820312
1.4	leaf-1	1	dev=local(1)	InNacks	0	0	0	0
1.4	leaf-1	1	dev=local(1)	OutNacks	0	0	0	0
1.4	leaf-1	1	dev=local(1)	InData	217.28	226.616	24	25.0312
1.4	leaf-1	1	dev=local(1)	OutData	0	0	0	0
1.4	acc-1	0	dev[5]=net(0,1-5)	InInterests	0	0	0	0
1.4	acc-1	0	dev[5]=net(0,1-5)	OutInterests	164.288	5.61531	16	0.546875
1.4	acc-1	0	dev[5]=net(0,1-5)	InNacks	0	0	0	0
1.4	acc-1	0	dev[5]=net(0,1-5)	OutNacks	0	0	0	0
1.4	acc-1	0	dev[5]=net(0,1-5)	InData	166.592	173.75	17	17.7305
1.4	acc-1	0	dev[5]=net(0,1-5)	OutData	0	0	0	0
1.4	acc-1	2	dev[5]=net(2,5-7)	InInterests	164.288	5.61531	16	0.546875
1.4	acc-1	2	dev[5]=net(2,5-7)	OutInterests	0	0	0	0
1.4	acc-1	2	dev[5]=net(2,5-7)	InNacks	0	0	0	0
1.4	acc-1	2	dev[5]=net(2,5-7)	OutNacks	0	0	0	0
1.4	acc-1	2	dev[5]=net(2,5-7)	InData	0	0	0	0
1.4	acc-1	2	dev[5]=net(2,5-7)	OutData	166.592	173.75	17	17.7305
1.4	root	0	dev[7]=net(0,5-7)	InInterests	0	0	0	0
1.4	root	0	dev[7]=net(0,5-7)	OutInterests	145.088	4.95906	13	0.444336
1.4	root	0	dev[7]=net(0,5-7)	InNacks	0	0	0	0
1.4	root	0	dev[7]=net(0,5-7)	OutNacks	0	0	0	0
1.4	root	0	dev[7]=net(0,5-7)	InData	139.712	145.715	13	13.5586
1.4	root	0	dev[7]=net(0,5-7)	OutData	0	0	0	0
1.4	root	2	dev[7]=net(2,0-7)	InInterests	145.088	4.95906	13	0.444336
1.4	root	2	dev[7]=net(2,0-7)	OutInterests	0	0	0	0
1.4	root	2	dev[7]=net(2,0-7)	InNacks	0	0	0	0
1.4	root	2	dev[7]=net(2,0-7)	OutNacks	0	0	0	0
1.4	root	2	dev[7]=net(2,0-7)	InData	0	0	0	0
1.4	root	2	dev[7]=net(2,0-7)	OutData	139.712	145.715	13	13.5586
1.5	sub-1	0	dev[0]=net(0,0-7)	InInterests	0	0	0	0
1.5	sub-1	0	dev[0]=net(0,0-7)	OutInterests	245.007	8.37427	27	0.922852
1.5	sub-1	0	dev[0]=net(0,0-7)	InNacks	0	0	0	0
1.5	sub-1	0	dev[0]=net(0,0-7)	OutNacks	0	0	0	0
1.5	sub-1	0	dev[0]=net(0,0-7)	InData	226.598	236.335	25	26.0742
1.5	sub-1	0	dev[0]=net(0,0-7)	OutData	0	0	0	0
1.5	sub-1	1	dev=local(1)	InInterests	245.007	8.37427	27	0.922852
1.5	sub-1	1	dev=local(1)	OutInterests	0	0	0	0
1.5	sub-1	1	dev=local(1)	InNacks	0	0	0	0
1.5	sub-1	1	dev=local(1)	OutNacks	0	0	0	0
1.5	sub-1	1	dev=local(1)	InData	0	0	0	0
1.5	sub-1	1	dev=local(1)	OutData	226.598	236.335	25	26.0742
1.5	leaf-1	0	dev[1]=net(0,1-5)	InInterests	163.456	5.58688	15	0.512695
1.5	leaf-1	0	dev[1]=net(0,1-5)	OutInterests	0	0	0	0
1.5	leaf-1	0	dev[1]=net(0,1-5)	InNacks	0	0	0	0
1.5	leaf-1	0	dev[1]=net(0,1-5)	OutNacks	0	0	0	0
1.5	leaf-1	0	dev[1]=net(0,1-5)	InData	0	0	0	0
1.5	leaf-1	0	dev[1]=net(0,1-5)	OutData	163.456	170.479	15	15.6445
1.5	leaf-1	1	dev=local(1)	InInterests	0	0	0	0
1.5	leaf-1	1	dev=local(1)	OutInterests	163.456	5.58688	15	0.512695
1.5	leaf-1	1	dev=local(1)	InNacks	0	0	0	0
1.5	leaf-1	1	dev=local(1)	OutNacks	0	0	0	0
1.5	leaf-1	1	dev=local(1)	InData	163.456	170.479	15	15.6445
1.5	leaf-1	1	dev=local(1)	OutData	0	0	0	0
1.5	acc-1	0	dev[5]=net(0,1-5)	InInterests	0	0	0	0
1.5	acc-1	0	dev[5]=net(0,1-5)	OutInterests	216.858	7.41212	23	0.786133
1.5	acc-1	0	dev[5]=net(0,1-5)	InNacks	0	0	0	0
1.5	acc-1	0	dev[5]=net(0,1-5)	OutNacks	0	0	0	0
1.5	acc-1	0	dev[5]=net(0,1-5)	InData	209.318	218.313	22	22.9453
1.5	acc-1	0	dev[5]=net(0,1-5)	OutData	0	0	0	0
1.5	acc-1	2	dev[5]=net(2,5-7)	InInterests	216.858	7.41212	23	0.786133
1.5	acc-1	2	dev[5]=net(2,5-7)	OutInterests	0	0	0	0
1.5	acc-1	2	dev[5]=net(2,5-7)	InNacks	0	0	0	0
1.5	acc-1	2	dev[5]=net(2,5-7)	OutNacks	0	0	0	0
1.5	acc-1	2	dev[5]=net(2,5-7)	InData	0	0	0	0
1.5	acc-1	2	dev[5]=net(2,5-7)	OutData	209.318	218.313	22	22.9453
1.5	root	0	dev[7]=net(0,5-7)	InInterests	0	0	0	0
1.5	root	0	dev[7]=net(0,5-7)	OutInterests	245.018	8.37462	27	0.922852
1.5	root	0	dev[7]=net(0,5-7)	InNacks	0	0	0	0
1.5	root	0	dev[7]=net(0,5-7)	OutNacks	0	0	0	0
1.5	root	0	dev[7]=net(0,5-7)	InData	219.942	229.393	24	25.0312
1.5	root	0	dev[7]=net(0,5-7)	OutData	0	0	0	0
1.5	root	2	dev[7]=net(2,0-7)	InInterests	245.018	8.37462	27	0.922852
1.5	root	2	dev[7]=net(2,0-7)	OutInterests	0	0	0	0
1.5	root	2	dev[7]=net(2,0-7)	InNacks	0	0	0	0
1.5	root	2	dev[7]=net(2,0-7)	OutNacks	0	0	0	0
1.5	root	2	dev[7]=net(2,0-7)	InData	0	0	0	0
1.5	root	2	dev[7]=net(2,0-7)	OutData	219.942	229.393	24	25.0312
1.6	sub-1	0	dev[0]=net(0,0-7)	InInterests	0	0	0	0
1.6	sub-1	0	dev[0]=net(0,0-7)	OutInterests	193.001	6.59673	18	0.615234
1.6	sub-1	0	dev[0]=net(0,0-7)	InNacks	0	0	0	0
1.6	sub-1	0	dev[0]=net(0,0-7)	OutNacks	0	0	0	0
1.6	sub-1	0	dev[0]=net(0,0-7)	InData	181.32	189.111	17	17.7305
1.6	sub-1	0	dev[0]=net(0,0-7)	OutData	0	0	0	0
1.6	sub-1	1	dev=local(1)	InInterests	193.001	6.59673	18	0.615234
1.6	sub-1	1	dev=local(1)	OutInterests	0	0	0	0
1.6	sub-1	1	dev=local(1)	InNacks	0	0	0	0
1.6	sub-1	1	dev=local(1)	OutNacks	0	0	0	0
1.6	sub-1	1	dev=local(1)	InData	0	0	0	0
1.6	sub-1	1	dev=local(1)	OutData	181.32	189.111	17	17.7305
1.6	leaf-1	0	dev[1]=net(0,1-5)	InInterests	256.691	8.77362	28	0.957031
1.6	leaf-1	0	dev[1]=net(0,1-5)	OutInterests	0	0	0	0
1.6	leaf-1	0	dev[1]=net(0,1-5)	InNacks	0	0	0	0
1.6	leaf-1	0	dev[1]=net(0,1-5)	OutNacks	0	0	0	0
1.6	leaf-1	0	dev[1]=net(0,1-5)	InData	0	0	0	0
1.6	leaf-1	0	dev[1]=net(0,1-5)	OutData	256.691	267.721	28	29.2031
1.6	leaf-1	1	dev=local(1)	InInterests	0	0	0	0
1.6	leaf-1	1	dev=local(1)	OutInterests	256.691	8.77362	28	0.957031
1.6	leaf-1	1	dev=local(1)	InNacks	0	0	0	0
1.6	leaf-1	1	dev=local(1)	OutNacks	0	0	0	0
1.6	leaf-1	1	dev=local(1)	InData	256.691	267.721	28	29.2031
1.6	leaf-1	1	dev=local(1)	OutData	0	0	0	0
1.6	acc-1	0	dev[5]=net(0,1-5)	InInterests	0	0	0	0
1.6	acc-1	0	dev[5]=net(0,1-5)	OutInterests	219.372	7.49805	22	0.751953
1.6	acc-1	0	dev[5]=net(0,1-5)	InNacks	0	0	0	0
1.6	acc-1	0	dev[5]=net(0,1-5)	OutNacks	0	0	0	0
1.6	acc-1	0	dev[5]=net(0,1-5)	InData	201.864	210.538	20	20.8594
1.6	acc-1	0	dev[5]=net(0,1-5)	OutData	0	0	0	0
1.6	acc-1	2	dev[5]=net(2,5-7)	InInterests	219.372	7.49805	22	0.751953
1.6	acc-1	2	dev[5]=net(2,5-7)	OutInterests	0	0	0	0
1.6	acc-1	2	dev[5]=net(2,5-7)	InNacks	0	0	0	0
1.6	acc-1	2	dev[5]=net(2,5-7)	OutNacks	0	0	0	0
1.6	acc-1	2	dev[5]=net(2,5-7)	InData	0	0	0	0
1.6	acc-1	2	dev[5]=net(2,5-7)	OutData	201.864	210.538	20	20.8594
1.6	root	0	dev[7]=net(0,5-7)	InInterests	0	0	0	0
1.6	root	0	dev[7]=net(0,5-7)	OutInterests	193.004	6.5968	18	0.615234
1.6	root	0	dev[7]=net(0,5-7)	InNacks	0	0	0	0
1.6	root	0	dev[7]=net(0,5-7)	OutNacks	0	0	0	0
1.6	root	0	dev[7]=net(0,5-7)	InData	187.988	196.066	18	18.7734
1.6	root	0	dev[7]=net(0,5-7)	OutData	0	0	0	0
1.6	root	2	dev[7]=net(2,0-7)	InInterests	193.004	6.5968	18	0.615234
1.6	root	2	dev[7]=net(2,0-7)	OutInterests	0	0	0	0
1.6	root	2	dev[7]=net(2,0-7)	InNacks	0	0	0	0
1.6	root	2	dev[7]=net(2,0-7)	OutNacks	0	0	0	0
1.6	root	2	dev[7]=net(2,0-7)	InData	0	0	0	0
1.6	root	2	dev[7]=net(2,0-7)	OutData	187.988	196.066	18	18.7734
1.7	sub-1	0	dev[0]=net(0,0-7)	InInterests	0	0	0	0
1.7	sub-1	0	dev[0]=net(0,0-7)	OutInterests	278.6	9.52247	30	1.02539
1.7	sub-1	0	dev[0]=net(0,0-7)	InNacks	0	0	0	0
1.7	sub-1	0	dev[0]=net(0,0-7)	OutNacks	0	0	0	0
1.7	sub-1	0	dev[0]=net(0,0-7)	InData	260.264	271.447	28	29.2031
1.7	sub-1	0	dev[0]=net(0,0-7)	OutData	0	0	0	0
1.7	sub-1	1	dev=local(1)	InInterests	278.6	9.52247	30	1.02539
1.7	sub-1	1	dev=local(1)	OutInterests	0	0	0	0
1.7	sub-1	1	dev=local(1)	InNacks	0	0	0	0
1.7	sub-1	1	dev=local(1)	OutNacks	0	0	0	0
1.7	sub-1	1	dev=local(1)	InData	0	0	0	0
1.7	sub-1	1	dev=local(1)	OutData	260.264	271.447	28	29.2031
1.7	leaf-1	0	dev[1]=net(0,1-5)	InInterests	211.338	7.22347	20	0.683594
1.7	leaf-1	0	dev[1]=net(0,1-5)	OutInterests	0	0	0	0
1.7	leaf-1	0	dev[1]=net(0,1-5)	InNacks	0	0	0	0
1.7	leaf-1	0	dev[1]=net(0,1-5)	OutNacks	0	0	0	0
1.7	leaf-1	0	dev[1]=net(0,1-5)	InData	0	0	0	0
1.7	leaf-1	0	dev[1]=net(0,1-5)	OutData	211.338	220.419	20	20.8594
1.7	leaf-1	1	dev=local(1)	InInterests	0	0	0	0
1.7	leaf-1	1	dev=local(1)	OutInterests	211.338	7.22347	20	0.683594
1.7	leaf-1	1	dev=local(1)	InNacks	0	0	0	0
1.7	leaf-1	1	dev=local(1)	OutNacks	0	0	0	0
1.7	leaf-1	1	dev=local(1)	InData	211.338	220.419	20	20.8594
1.7	leaf-1	1	dev=local(1)	OutData	0	0	0	0
1.7	acc-1	0	dev[5]=net(0,1-5)	InInterests	0	0	0	0
1.7	acc-1	0	dev[5]=net(0,1-5)	OutInterests	243.874	8.33555	25	0.854492
1.7	acc-1	0	dev[5]=net(0,1-5)	InNacks	0	0	0	0
1.7	acc-1	0	dev[5]=net(0,1-5)	OutNacks	0	0	0	0
1.7	acc-1	0	dev[5]=net(0,1-5)	InData	256.373	267.389	27	28.1602
1.7	acc-1	0	dev[5]=net(0,1-5)	OutData	0	0	0	0
1.7	acc-1	2	dev[5]=net(2,5-7)	InInterests	243.874	8.33555	25	0.854492
1.7	acc-1	2	dev[5]=net(2,5-7)	OutInterests	0	0	0	0
1.7	acc-1	2	dev[5]=net(2,5-7)	InNacks	0	0	0	0
1.7	acc-1	2	dev[5]=net(2,5-7)	OutNacks	0	0	0	0
1.7	acc-1	2	dev[5]=net(2,5-7)	InData	0	0	0	0
1.7	acc-1	2	dev[5]=net(2,5-7)	OutData	256.373	267.389	27	28.1602
1.7	root	0	dev[7]=net(0,5-7)	InInterests	0	0	0	0
1.7	root	0	dev[7]=net(0,5-7)	OutInterests	278.601	9.52248	30	1.02539
1.7	root	0	dev[7]=net(0,5-7)	InNacks	0	0	0	0
1.7	root	0	dev[7]=net(0,5-7)	OutNacks	0	0	0	0
1.7	root	0	dev[7]=net(0,5-7)	InData	253.598	264.494	27	28.1602
1.7	root	0	dev[7]=net(0,5-7)	OutData	0	0	0	0
1.7	root	2	dev[7]=net(2,0-7)	InInterests	278.601	9.52248	30	1.02539
1.7	root	2	dev[7]=net(2,0-7)	OutInterests	0	0	0	0
1.7	root	2	dev[7]=net(2,0-7)	InNacks	0	0	0	0
1.7	root	2	dev[7]=net(2,0-7)	OutNacks	0	0	0	0
1.7	root	2	dev[7]=net(2,0-7)	InData	0	0	0	0
1.7	root	2	dev[7]=net(2,0-7)	OutData	253.598	264.494	27	28.1602
1.8	sub-1	0	dev[0]=net(0,0-7)	InInterests	0	0	0	0
1.8	sub-1	0	dev[0]=net(0,0-7)	OutInterests	247.72	8.46699	24	0.820312
1.8	sub-1	0	dev[0]=net(0,0-7)	InNacks	0	0	0	0
1.8	sub-1	0	dev[0]=net(0,0-7)	OutNacks	0	0	0	0
1.8	sub-1	0	dev[0]=net(0,0-7)	InData	236.053	246.196	23	23.9883
1.8	sub-1	0	dev[0]=net(0,0-7)	OutData	0	0	0	0
1.8	sub-1	1	dev=local(1)	InInterests	247.72	8.46699	24	0.820312
1.8	sub-1	1	dev=local(1)	OutInterests	0	0	0	0
1.8	sub-1	1	dev=local(1)	InNacks	0	0	0	0
1.8	sub-1	1	dev=local(1)	OutNacks	0	0	0	0
1.8	sub-1	1	dev=local(1)	InData	0	0	0	0
